meso_pid,thermo_pid,functional,score
A0A075R1K7,A0A7W1X9T3,True,1.0
A0A1H2X4C6,A0A7W2AGZ6,True,1.0
W4ERJ1,A0A7W1X7A5,True,1.0
A0A0M0GE55,A0A7W1XCK8,True,1.0
A0A653IGR5,A0A7W1X9T5,False,0.0
A0A7W5B3J8,A0A7W1XB30,True,1.0
A0A1W5ZUC4,A0A7W1X7E5,True,1.0
A0A841RGW5,A0A7W1XCT3,True,1.0
A0A4Z0GZ71,A0A7W2AJ46,False,0.0
A0A1X7DLM2,A0A2Z6DV50,False,0.0
A0A1D2L5L0,A0A178U3Z1,True,1.0
Q5WM05,A0A178U064,True,1.0
A0A920CNH3,A0A178TYC0,True,1.0
A0A0A1MD17,A0A178U2Z3,True,1.0
C3AIE5,A0A178U260,True,1.0
A0A443IZL9,A0A178U0N2,False,0.5
W1SLN1,A0A178TU32,True,1.0
A0A8U0AP70,A0A178TY15,False,0.5
D3FDE7,A0A178TSE2,True,1.0
A0A370GCQ8,A0A178U2Z4,True,1.0
A0A1G8NIE9,A0A178U3A9,True,0.6666666666666666
A0A3N6CBL4,A0A178U0M8,True,1.0
A0A1I4JCI5,A0A178TUK0,True,1.0
A0A1H8CEE3,A0A178U5Z7,True,1.0
A0A7Y6EZ14,A0A178U2T1,True,0.6666666666666666
A0A941I9N5,A0A178U1C9,True,1.0
A0A4V2RDF3,A0A2T0LJ46,True,1.0
A0A917AYS0,A0A540V4B3,True,1.0
A0A1N6VTC6,A0A540V1X1,False,0.5
A0A0C3JR80,A0A2T0LI95,True,1.0
A0A3D9JN40,A0A540V3Y6,False,0.3333333333333333
Q03R67,A0A540V0X0,True,1.0
A0A410WIY0,A0A540V6D5,True,1.0
A0A3E0JBG4,A0A2T0LH14,True,1.0
A0A1I6P0H4,A0A2T0LJU4,False,0.3333333333333333
A0A1I1ZUV6,A0A2T0LFP9,True,1.0
A0A222WMB8,A0A2T0LF56,True,1.0
A0A1T3NPZ4,D6Y387,True,1.0
A0A4Y8UEQ1,A0A521CPZ9,True,1.0
A0A8J3QH98,D6Y6E5,False,0.5
A0A4D4K1R4,D6Y673,True,1.0
A0A1C6TDL3,D6Y2W5,True,1.0
A0A1H9M5R9,D6Y6D1,False,0.5
A0A7W9UXQ1,D6Y2L7,True,1.0
A0A4R6ZMB8,A0A521ASP4,True,1.0
A0A3B0CE15,A0A521ENL9,True,1.0
A0A417YD41,A0A521FE87,True,1.0
A0A2S6IK88,D6Y1P1,True,1.0
A0A7X0FWH1,D6YB62,True,1.0
A0A6H9WMG0,D6Y202,True,1.0
A0A1K1VXS1,D6Y7E6,True,1.0
A0A0M9DGI1,A0A521EB40,True,1.0
A0A089N2L7,A0A521CD57,False,0.25
A0A8J3SYD6,D6Y3K8,False,0.5
A0A1B2HZA4,D6Y572,True,1.0
A0A8J3V788,D6Y904,False,0.3333333333333333
A0A1Y2N266,D6Y5E4,True,1.0
A0A4V2ES02,D6Y797,True,1.0
A0A426SNZ8,D6Y2D1,False,0.5
A0A4D4KI06,D6Y6J7,True,1.0
A0A0K2AYK7,D6Y737,True,1.0
A0A919Y814,A0A521B9U1,True,1.0
A0A0D1XVY6,A0A4S3L727,True,1.0
A0A0K9YVX9,A0A679G0I5,True,1.0
A0A512PPH9,A0A679FM81,True,1.0
A0A0M0L5N2,A0A679FTH1,True,1.0
A0A0Q9XW78,A0A679FHJ7,True,1.0
A0A3M8DAR9,A0A679FX22,True,1.0
A0A0K2F6A5,A0A679FR41,True,1.0
A0A0A3JPS4,A0A679FXM3,True,1.0
A0A1G4QQN9,A0A4S3L343,True,1.0
A0A5C0WIA7,A0A4S3L4G2,True,1.0
W7DJC4,A0A679FR01,True,1.0
A0A268HBL8,A0A679FJ19,True,1.0
A0A0R1K7H1,A0A679FH20,False,0.5
A0A852TEM4,A0A679FW37,True,1.0
A0A410WCT4,A0A679FZV0,False,0.5
A0A1Q9LLW6,A0A3D9VAJ5,True,1.0
A0A101QMH7,A0A3D9V844,True,1.0
A0A8J3TDU5,A0A3D9V759,True,1.0
A0A4Z1D0N9,A0A3D9VC31,True,1.0
A0A0X7JMT7,A0A3D9V9S9,False,0.0
W5VZU1,A0A3D9V2D0,True,1.0
A0A4R6P6C5,A0A3D9V924,False,0.5
A0A2N3XVW2,A0A3D9V7C2,True,1.0
A0A8J3XFB0,A0A3D9VA50,False,0.5
A0A1J4Q6Z6,A0A3D9V5B4,True,1.0
A0A7W7T071,A0A3D9V3A3,True,1.0
A0A1X9LJH0,A0A3D9V591,True,0.6666666666666666
A0A0A1DU64,A0A3D9V5Z8,True,1.0
A0A840NYD4,A0A3D9VF87,True,1.0
M3TK55,A0A3D9V157,True,1.0
A0A2N3VFA2,A0A3D9VAU7,False,0.5
A0A285UY25,A0A3D9V9Y0,True,1.0
A0A1H8YTC1,A0A3D9VJN6,True,1.0
A0A6G4A968,A0A3D9V4C4,True,1.0
A0A917NHA8,A0A3D9VDH7,True,1.0
A0A853BH13,A0A3D9VE69,True,1.0
A0A221P5G7,A0A3D9V545,True,1.0
A0A561B3N8,A0A3D9V0P6,True,1.0
A0A1M4T9M4,A0A3D9V8Z6,True,1.0
A0A7Y9E8U5,A0A3D9V9J2,True,1.0
A0A4Y3KD02,A0A3D9V605,True,1.0
A0A1I0LIB6,A0A3D9V4F7,True,1.0
A0A7I7RTS9,A0A3D9V3Y5,False,0.0
A0A4Q2S1U8,A0A3D9V0A7,True,1.0
A0A192D8J9,A0A1G9B4H2,True,1.0
A0A1H8AA16,A0A1G9CYL6,False,0.5
A0A330HDL4,A0A2S5JFW3,True,0.6666666666666666
A0A0T7FXI8,A0A2S5JIV5,True,1.0
A0A1I3VJ03,A0A2S5JFS6,True,1.0
A0A7W9ASX2,A0A2S5JGJ0,True,1.0
A0A0T5PCS6,A0A2S5JHB9,True,1.0
A0A0C2V486,A0A2S5JJ51,True,1.0
A0A1X4NCR8,A0A2S5JL52,True,1.0
A0A285NHJ3,A0A2S5JLU4,True,1.0
A0A401J9N8,A0A3N1XZP9,True,1.0
A0A1G9K4M8,A0A3N1Y9M7,False,0.5
Q1MZ10,A0A3N1Y0R5,True,1.0
A0A087MLM9,A0A3N1Y1P3,False,0.5
C7R6Y4,A0A3N1XSZ8,False,0.5
A0A1C3U9C8,A0A2Z6DVM5,False,0.5
A0A4Y8U7E2,A0A7W1XAF3,True,1.0
A0A084J394,A0A7W1X771,True,1.0
A0A4P8K8A4,A0A7W1X7L5,True,1.0
A0A1E7XB38,A0A178TYC0,False,0.5
A0A0C2RAQ2,A0A178TY01,True,1.0
A0A1H9HRG4,A0A178U2Z3,True,1.0
A0A8B5Y458,A0A178U0N2,False,0.5
K8E596,A0A178TY15,False,0.5
K8EGB8,A0A178TV54,True,1.0
A0A0M0KP63,A0A178U0M8,True,1.0
A0A0U2W347,A0A178TUK0,False,0.5
A0A366DTG6,A0A178U2T1,False,0.5
A0A1G7Z1B3,A0A540V3Y6,True,1.0
A0A223KTX9,A0A2T0LJU4,True,1.0
A0A1R0YCB0,A0A540V491,False,0.5
A0A7Z0ERJ9,D6Y7I0,True,1.0
A0A919FFS8,D6Y387,True,1.0
A0A0M0G1K7,A0A521CPZ9,False,0.5
A0A8J4E5Q9,D6Y6E5,False,0.5
A0A918NUK1,D6Y778,True,1.0
K6XTD3,D6Y1P1,True,1.0
A0A3M0I8Q2,D6Y3K8,True,1.0
A0A5S4GQP7,D6Y572,True,0.6666666666666666
A0A0M9X9U1,D6Y904,True,1.0
A0A1N7E7I5,D6Y5E4,True,0.6666666666666666
A0A0L0JV60,D6Y797,True,1.0
A0A0X7JKE1,D6Y2D1,False,0.5
A0A1V4ADE4,D6Y737,True,1.0
A0A1C3SL65,A0A4S3L727,True,1.0
A0A269XI10,A0A679G0I5,False,0.5
A0A1G9TV88,A0A679FM81,False,0.5
A0A1G6UF10,A0A679FHJ7,True,1.0
A0A3M8DMM5,A0A679FXM3,True,1.0
F2F0A4,A0A4S3L343,True,1.0
A0A7X9WF06,A0A679FJ19,True,1.0
A0A4Y8U5P9,A0A679FH20,True,1.0
A0A3M8CEZ1,A0A679FW37,True,1.0
A0A918GGL2,A0A3D9VAJ5,True,1.0
A0A2G1XH07,A0A3D9VC31,False,0.5
A0A810KUX5,A0A3D9V9S9,False,0.5
A0A1G7E6D7,A0A3D9VA50,False,0.5
A0A7W9MTS2,A0A3D9VC38,True,1.0
A0A101P348,A0A3D9V5B4,True,1.0
R4STJ9,A0A3D9V9I2,True,1.0
A0A919KRZ2,A0A3D9V3A3,True,1.0
A0A561V9Y3,A0A3D9V591,True,1.0
H0QTL1,A0A3D9VF87,True,1.0
A0A3N2BZG8,A0A3D9V3B2,True,1.0
U5E7F9,A0A3D9V157,False,0.5
A0A7W5JVH3,A0A3D9VAU7,False,0.5
A0A7S8AVH3,A0A3D9V9Y0,True,1.0
A0A3N1H873,A0A3D9VJN6,False,0.3333333333333333
A0A939JIJ2,A0A3D9VE69,True,1.0
A0A3N0BV69,A0A3D9V0P6,False,0.5
A0A7W9UWV7,A0A3D9V8Z6,True,1.0
A0A918L3I2,A0A3D9V9J2,True,1.0
A0A1H0RYS4,A0A3D9V2S2,True,1.0
A0A059MN73,A0A3D9V605,True,1.0
A0A1I0C5H7,A0A3D9V4F7,True,1.0
A0A1H5X1B8,A0A1G9B4H2,True,1.0
D5AKW0,A0A1G9CYL6,False,0.3333333333333333
A0A2W7NI21,A0A1G9FMN7,True,1.0
A0A975WBM7,A0A2S5JFS6,True,1.0
A6X5D5,A0A2S5JHB9,True,1.0
A0A4R2CZQ3,A0A2S5JJ51,True,1.0
A0A4R2Q6M1,A0A2S5JL52,True,1.0
A0A5J6WXR0,A0A3N1Y9M7,False,0.5
A0A4R3VS44,A0A3N1YAM5,True,1.0
A0A290S2W3,A0A3N1Y1P3,False,0.5
A0A1H2CZ51,A0A3N1XSZ8,False,0.3333333333333333
A0A7D4HYC4,A0A2Z6DVM5,False,0.5
A0A1I5XAL8,A0A7W1XAF3,False,0.5
A0A3S1DRP1,A0A7W1X7L5,True,1.0
A0A433YBZ0,A0A7W1XB30,True,1.0
A0A6H0WNA6,A0A178TYC0,True,1.0
A0A0M0GJI1,A0A178U2Z3,False,0.3333333333333333
I2C1J1,A0A178TYE6,True,1.0
A0A380CCE6,A0A178TY15,True,1.0
H3SIS7,A0A178U0M8,True,0.6666666666666666
A0A2N0YXJ4,A0A178TUK0,True,1.0
A0A1R0XNJ6,A0A178U2T1,False,0.5
A0A7X0HPJ7,A0A540V1X1,True,1.0
D5DWD4,A0A540V3Y6,True,1.0
A0A1R0YFT6,A0A2T0LJU4,True,1.0
A0A1R0YIF0,A0A540V491,False,0.5
A0A4R7V3V8,D6Y5Z5,True,1.0
A0A7H1QBJ9,D6Y7I0,True,1.0
A0A1G8X4L8,A0A521CPZ9,False,0.3333333333333333
A0A3A9ZM75,D6Y6E5,False,0.5
A0A511M730,D6Y4Q1,True,1.0
A0A7S8AW66,D6Y778,True,1.0
A0A543I456,D6Y3K8,True,1.0
A0A542DKP9,D6Y572,False,0.0
A0A1C4U573,D6Y904,True,1.0
A0A3Q9UR91,D6Y5E4,True,0.6666666666666666
A0A7X6LU70,D6Y2D1,False,0.5
A0A2T5ID70,A0A521AB41,False,0.5
A0A497YHK1,A0A521AJA9,True,1.0
A0A443J2N6,A0A521E8N0,False,0.5
A0A1H5PXV6,D6YAI5,True,1.0
V6JUM4,D6Y771,True,1.0
C5C906,D6Y922,False,0.0
A0A1C6UQF7,D6Y4K4,True,1.0
A0A1H2KT54,D6YAY5,True,1.0
A0A846RAQ4,D6YBC1,False,0.5
A0A086MYF8,D6Y9H7,True,1.0
A0A1C6R9L2,D6YA90,True,1.0
A0A2R5HHK9,D6Y3Q8,True,1.0
A0A138AUG1,D6YAL4,True,1.0
D1BDF3,D6Y6A3,True,1.0
A0A1H4PF69,D6Y4V2,True,1.0
A0A543FT48,D6Y956,True,1.0
A0A0R1RQS9,A0A521BFN0,True,0.6666666666666666
A0A3A9YU85,D6Y4B3,True,1.0
A0A2A5JEX0,D6Y6X4,True,1.0
A0A175J7R1,D6Y3C0,True,1.0
A0A1H0TPV9,D6Y653,True,0.75
A0A6F8XUK2,D6Y828,False,0.5
A0A233S5D4,D6Y7A3,True,1.0
A0A5J4LKF3,D6Y799,True,1.0
A0A4Q5J2N8,D6Y693,True,1.0
A0A1H7TSF5,D6Y645,True,0.6666666666666666
A0A8J3LUS1,D6Y8U0,True,1.0
A0A1H1N852,D6Y9N6,True,1.0
A0A542XGJ5,D6Y4K7,False,0.0
A0A3G9IX83,D6Y9B0,True,1.0
A0A011AFP2,D6Y444,True,1.0
A0A1G8ENF9,A0A521BPA8,True,1.0
A0A024QFX6,A0A521E6I1,True,1.0
A0A3N2D9N1,D6Y3V5,True,1.0
A0A7X6H4J7,D6Y4V6,True,1.0
A0A4R6BLJ2,A0A226QB97,True,1.0
A0A368W6I6,A0A1V9BIB4,True,1.0
E7RHY8,A0A226QES2,True,1.0
A0A160INK3,A0A223EUT8,True,1.0
A0A841TUZ4,A0A226QA34,False,0.3333333333333333
A0A917TDT5,A0A226QCF4,True,1.0
A0A1G9XNB3,A0A226QAZ0,True,1.0
A0A024Q6Z1,A0A226Q9D5,True,1.0
K5AAW9,A0A226Q594,True,1.0
A0A1W6A671,A0A226Q3E2,True,1.0
A0A837Y5B7,A0A226QA12,True,1.0
A0A511WW66,A0A226QEF1,True,1.0
A0A5Q2N7W2,A0A1V9BW41,False,0.5
A0A060M8I0,A0A226Q0D4,True,1.0
A0A0M9DKF3,A0A226Q3Y2,True,1.0
A0A3R9QI05,A0A226Q0G5,True,1.0
A0A1I5L3U7,A0A223F100,True,1.0
Q5HMS9,A0A226Q0H3,True,1.0
A0A1H6JH43,A0A554WWI6,True,1.0
A0A7W8D872,A0A554WHN7,True,1.0
D8J1L5,A0A554WTX2,False,0.5
A0A1M6PXG6,A0A554WRS4,True,1.0
A0A2V3DXE2,A0A917JN21,True,1.0
A0A4V2V0N0,R1CSG7,True,1.0
A0A978C2L9,A0A554WIR6,True,1.0
A0A1I4U235,A0A554WHG8,True,1.0
A0A656QE97,A0A554WFT4,True,1.0
A0A7H0GPQ0,A0A554WGG7,True,1.0
A0A853S965,A0A554WLJ0,True,1.0
V8GBI5,A0A554WMG2,True,1.0
Q2YBX8,A0A554WM98,True,1.0
A0A0H2M6A5,A0A554WVI9,True,1.0
A0A1I1TT51,A0A554WTS9,True,1.0
A0A5C7SRG9,A0A554WP80,True,1.0
A0A1S8T7S6,A0A4R7KS85,False,0.5
A0A852TP30,A0A4V3EVA9,False,0.3333333333333333
A0A5D4SUA4,A0A4R7KQW1,True,1.0
A0A852TCQ2,A0A4R7KQW5,True,1.0
A0A239ICC0,A0A4V3ERF1,True,1.0
A0A2T0WW57,A0A846MN14,True,1.0
A0A6S6M1U2,A0A1W1XQI3,True,1.0
A0A919VFP0,A0A1M4Z1B5,True,1.0
A0A841DF35,I1CXQ7,True,1.0
A0A1A9BHF8,A0LRU3,False,0.3333333333333333
A0A917PWZ4,A0A4R1QJ41,False,0.5
A0A0A2V2B4,A0A6N3WDX0,True,1.0
A0A5J6EW09,I1CYE5,True,1.0
A0A7G7MRI7,I1CZ51,False,0.3333333333333333
A0A073K1H2,A0A4R1QE87,False,0.5
A0A364UTJ7,A0A4V2QAA5,False,0.5
A0A1B1Z1E2,A0A4R1QE74,True,1.0
S3ZAU4,I1D7F2,True,1.0
A0A1H8XTP4,A0LUP1,True,1.0
A0A1I5YL36,A0LTR5,True,1.0
A0A846ZAR7,A0LTT9,True,1.0
A0A5J6GEH5,A0LU58,True,1.0
A0A2K9IXL1,A0A4R1QDY6,True,0.6666666666666666
A0A193BXT6,A0LR06,True,1.0
A0A075LRQ6,A0A4R1QJM3,False,0.5
A0A2P8HBM7,A0A4R1QSS0,True,1.0
A0A850DRX1,A0LRX1,True,1.0
A0A841AFN0,A0LVZ1,False,0.0
A0A1M7PZJ4,A0A6N3WIB7,True,1.0
A0A370GR75,A0A6N3WGS0,True,1.0
A0A4R7FFB9,A0LS81,False,0.5
A0A1D8STE7,I1CXL3,True,1.0
A0A3N2CSZ3,I1D1A1,True,1.0
A0A919BSQ1,I1CZ00,True,1.0
A0A4R8GQW7,A0A4R1QSV2,True,1.0
A0A0A2UV19,A0A4R1QB23,False,0.5
F2RKM6,A0LS16,True,1.0
A0A385D8S3,A0LS82,True,1.0
A0A544VW17,I1D6J1,False,0.5
A0A4R7FGQ7,A0LVP3,True,1.0
A0A2N8NPF7,I1D2N1,True,1.0
A0A918PV65,I1D855,True,1.0
A0A246RQ64,A0LVH7,True,1.0
A0A544VUI4,A0LUM8,True,1.0
A0A117QFB9,I1D833,True,1.0
A0A917VLM8,A0LV91,True,1.0
A0A7W7M9S0,A0LTQ3,True,1.0
A0A544VZE1,A0LRK2,True,1.0
A0A3T0HXW1,A0A6N3WNX6,True,1.0
A0A5Q2NAX7,A0A4V2QAG2,True,1.0
A0A0C2RV41,A0A4R1QFQ7,True,1.0
A0A1S2M148,A0A4R1QP33,False,0.5
D6ZES1,A0LUR0,False,0.5
A0A4Y3VA00,I1D574,False,0.5
A0A365KAI9,A0A6N3WKA4,True,0.6666666666666666
A0A3S9W950,A0LTV3,True,1.0
A0A7W9UPB2,A0LUE8,True,1.0
A0A2P2FFA8,I1D6Y2,True,1.0
A0A1V0V6V0,A0LSC3,True,1.0
A0A919G379,A0LU86,True,1.0
A0A221M7T4,A0A4R1QEY9,True,1.0
A0A0A1DRI7,A0LTD8,True,1.0
A0A917WNV3,A0LT98,True,1.0
A0A4U2Z7F0,A0A4V6NGG7,True,1.0
A0A4Q9KNB0,A0LU74,True,1.0
A0A1G9L8F3,A0LVU6,True,1.0
A0A8J3W3A7,I1D0U8,True,1.0
A0A4Q9HRI3,I1D2Y2,False,0.5
A0A8J3RHA1,I1D3A1,True,1.0
A0A2M9BV96,A0LRM1,True,1.0
A0A1I0VBJ9,I1CZE2,True,1.0
A0A7X4YKK0,A0A4R1QGJ7,True,1.0
A0A1C4ZAX0,A0LS80,True,1.0
A0A1E7K5D0,A0LTN3,True,1.0
A0A845EZ57,A0A087LIG3,True,1.0
A0A179EP89,A0A087LDH6,True,1.0
A0A365K6T7,A0A150MSG8,True,1.0
A0A370GEA2,A0A087LDQ6,True,1.0
A0A3M8DRW7,A0A087LE58,True,1.0
A0A0R1N8F3,A0A087LHJ9,True,1.0
A0A3T0MBI5,A0A087LAM1,True,1.0
A0A0Q3T2P5,A0A087L9Y2,True,1.0
A0A410WLP4,A0A164CA05,True,0.6666666666666666
I0JNG2,A0A0K9HSS5,True,1.0
K6E7B0,A0A087LHH9,True,1.0
A0A852T7V6,A0A0K9HWC1,False,0.5
A0A2N5N5L0,A0A150NDT8,True,1.0
A0A2Z4PVU1,A0A143HLJ6,True,1.0
Q081I1,A0A143HLU8,False,0.0
A0A366JPX7,A0A150NCU4,True,1.0
A0A1I2AYP4,A0A164C2W4,True,1.0
A0A0S1YHN0,A0A143HNB1,True,1.0
A0A7W8CU65,A0A087LCL0,True,1.0
A0A2L1TIJ9,A0A087LE79,True,1.0
A0A6I2MJF8,A0A0K9HZB2,True,1.0
A0A0M0G7P6,A0A150M921,True,1.0
I0JH59,A0A250DUT9,True,1.0
A0A1H9VMZ0,A0A087LGU1,True,1.0
A0A4Y8L766,A0A087LEU9,True,1.0
A0A099WBA9,A0A087LC31,True,1.0
G8PDS6,A0A087LF39,True,1.0
U4T697,A0A143HJZ4,True,1.0
A0A7Y6BUV9,A0A087LH31,True,1.0
A0A098R3G5,A0A087LH32,True,1.0
A0A8U0AI08,A0A178TZ75,True,1.0
E7RCJ0,A0A4P6UVX6,True,0.6666666666666666
A0A024QC00,A0A4V1A328,True,1.0
A0A4R3MGA9,A0A4V1A2Q1,True,1.0
A0A7X6N4B9,A0A4V1A392,False,0.3333333333333333
A0A1H2S2L6,A0A4P6UYM4,False,0.5
A0A410WLB3,A0A4P6US21,True,1.0
E0IAE8,A0A4V1A2Q0,True,1.0
A0A5Q2NJQ3,A0A4P6UTK2,True,1.0
A0A3Q9QR38,A0A4P6UQM7,True,1.0
A0A1X7CTG3,A0A4P6UUA0,True,1.0
V6MDU0,A0A4P6UT51,True,1.0
A0A1W1ID93,A0A4P6USJ2,False,0.5
A0A8U0AHK0,A0A4P6UVH1,True,1.0
A0A511DS86,A0A4P6UX38,True,1.0
A0A1D2KW20,A0A4P6UW89,True,1.0
A0A329ER28,A0A4P6UUB3,True,1.0
I0JRN3,A0A4P6UT73,True,1.0
A0A511AU33,A0A4V1A2T2,True,1.0
A0A7W8CTQ1,A0A4P6UU69,True,1.0
A0A1H7X103,A0A4V1A356,True,1.0
A0A1G9RRS1,A0A4P6UNT9,True,1.0
A0A2V4V7W9,A0A4P6UYH3,True,1.0
A0A365K993,A0A4P6UTC9,True,1.0
A0A0D5NIG3,A0A4P6UTC2,False,0.5
W7BA26,A0A4P6UTW0,True,1.0
A0A0A6VAG7,A0A4P6UYJ3,True,1.0
A0A1N6NH90,A0A4P6UTU4,True,1.0
A0A8U0AMH9,A0A4V1A2S3,True,1.0
A0A1I2GGY5,A0A4P6UX22,False,0.5
M7P0V3,A0A4P6UT26,True,0.6666666666666666
A0A5K7WZ04,A0A4P6UUM0,True,1.0
A0A1G8YGG2,A0A4P6UUY6,True,1.0
A0A7X2ZFS8,A0A4P6UVW4,True,0.75
K6DKW2,A0A4P6URA3,False,0.5
A0A0D5NGJ3,A0A4P6URP7,True,1.0
A0A5K7WT41,A0A4P6USX9,True,1.0
C3AWX2,A0A4V1A2V2,True,1.0
A0A1G8P021,A0A4V1A2R4,False,0.3333333333333333
Q8EQS3,A0A4P6URF5,True,1.0
A0A1I6R5R3,A0A4P6UQI7,True,1.0
A0A317KVQ0,A0A4P6UPM5,True,1.0
A0A0R1UWG6,A0A4P6UVK8,True,1.0
W1SPW2,A0A4P6UST9,True,1.0
A0A0M0G7X0,A0A4P6UUQ3,True,1.0
A0A1R0YVU7,A0A4P6URD4,True,0.6666666666666666
A0A511WX15,A0A4P6UWI1,True,1.0
F2F8W2,A0A4P6UXJ2,True,1.0
A0A0P9C9R9,A0A4P6UX06,True,1.0
