meso_pid,thermo_pid,functional,score
C0Z7K2,A0A7V9Z775,True,1.0
A0A837XNJ4,A0A7V9Z5D3,True,1.0
A0A0A3J7Y2,A0A846MKA9,True,1.0
K1NNE5,A0A846ML05,False,0.3333333333333333
A0A242LI12,A0A846M9Q2,False,0.5
M8DBJ3,A0A846MCW1,True,0.75
W4QGD5,A0A846MIB3,True,1.0
Q5M4P3,A0A846MEZ3,True,1.0
A0A0R2L1A5,A0A846MJB9,True,1.0
A0A1R1B3N2,A0A846MGK0,True,1.0
A0A3R9PY21,A0A846M8G3,True,1.0
A0A2V3WFY7,A0A846ME12,True,0.6666666666666666
A0A3A9K431,A0A846MJA6,True,1.0
A0A4Z0H3B7,A0A846MGW9,True,1.0
A0A0R1WHY9,A0A846MKW4,False,0.5
A0A838CQT0,A0A846MI59,True,1.0
R2TFY3,A0A846MLR3,True,1.0
A0A2R5ETM5,A0A1H2Y3I6,True,1.0
A0A1I2CQD8,A0A1H2TGX9,False,0.5
A0A4P8KBD1,A0A679FPD9,True,1.0
A0A0H0SDA4,A0A679FWS0,True,1.0
A0A1C0YT45,A0A679FM11,True,1.0
A0A328N6V5,A0A1H1ENF5,True,0.6666666666666666
A0A2P8CZ40,A0A1H1B734,True,1.0
A0A8J3RKA2,A0A1M6QXF0,True,1.0
A0A101SQD2,A0A1M6NN09,False,0.3333333333333333
A0A7T4N7Z4,A0A2Z6DZG0,False,0.5
S1QYX9,A0A178U4R1,False,0.5
A0A7X2ZEF5,A0A178U238,True,1.0
A0A8U0AL24,A0A178U4A1,False,0.5
Q5WJK5,A0A178TS94,True,1.0
A0A1L8R9B6,A0A178U3J3,True,1.0
A0A6H0WH95,A0A178TZC4,False,0.5
A0A1D2LFA0,A0A178TUP8,False,0.5
A0A1M5XHZ9,A0A178TZQ6,False,0.3333333333333333
A0A428WG09,A0A1H1HB42,True,1.0
A0A6F8YA28,A0A1H1H4H5,True,1.0
A0A1V0VB39,A0A1H1D0B1,True,1.0
A0A7X6H7I2,A0A1H1GPK0,True,1.0
A0A7M2SHH5,A0A1H1CYK2,True,1.0
A0A8I0TP64,A0A1H1GQ92,True,1.0
A0A8J3PWC4,A0A1H1BX67,True,1.0
A0A1C5HAX3,A0A1H1D3F2,True,1.0
A0A0B5DMC1,A0A1H1HRU6,False,0.5
A0A7W5FDQ1,A0A1H1I3Y7,True,1.0
A0A7W9FYJ5,A0A1H1FRJ4,True,1.0
A0A101SEF1,A0A1H1I700,True,1.0
A0A0F0LW37,A0A1H1FR24,True,1.0
A0A4V3FTD9,A0A1H1DIU5,True,1.0
A0A7W9NM12,A0A1H1H803,False,0.0
A0A8H9GM38,A0A1H1DXY2,False,0.3333333333333333
A0A1G9SV55,A0A1H1CKS1,True,1.0
A0A143QNM1,A0A1H1FR09,True,1.0
A0A853EU42,A0A1H1ETZ1,True,1.0
A0A136Q043,A0A1H1DPU1,True,1.0
F2R8P5,A0A1H1CW48,True,1.0
A0A1E7N0Z0,A0A1H1AR58,False,0.5
A0A918EG53,A0A1H1EA46,True,1.0
E2Q279,A0A1H1CVH1,False,0.3333333333333333
A0A919IZE6,A0A1H1HUU1,False,0.5
A0A7W9NYA9,A0A1H1BUD8,False,0.5
A0A1I6S6X2,A0A1H1HPQ1,True,1.0
A0A1C5HAM6,A0A1H1I2X1,True,1.0
A0A428WEC8,A0A1H1BIE9,True,1.0
A0A852W8D1,A0A1H1CFD2,True,1.0
A0A841D9M1,A0A1H1A8Y2,False,0.3333333333333333
A0A4Q9HPT6,A0A1H1CGE0,True,1.0
A0A849C2U5,A0A1H1I0L8,True,1.0
A0A839E8X0,A0A1H1I295,False,0.5
A0A1Z1W4T7,A0A1H1HGR0,True,1.0
A0A074MTJ8,A0A1G9F3K4,True,0.6666666666666666
A0A0C2V2U8,A0A1G9GM97,True,1.0
A0A256FYZ4,A0A1G9EKV3,True,1.0
A0A4Q0M6P2,A0A1G9BIC6,True,1.0
A0A0G3BJN9,A0A1I2IV79,True,1.0
H3S9C6,G8MX31,True,0.6666666666666666
A0A0D5NI71,G8N541,True,0.6666666666666666
A0A4Y8LCV7,G8N3N5,True,1.0
A0A4S3PR47,G8MXQ7,True,1.0
B1T8J8,A0A919DBD4,True,0.6666666666666666
A0A0U5FKW2,A0A918Z5W5,True,1.0
A0A1I5VRL7,A0A919D7P9,True,1.0
W0E829,A0A918ZC33,True,1.0
A0A2P5YZ88,A0A919DA52,False,0.5
A0A316F0X1,A0A918Z8S3,True,1.0
A0A8A8DE74,A0A918Z6P7,True,1.0
A0A397NMJ3,A0A919DA37,True,1.0
A0A917RY10,A0A150MD87,True,1.0
A0A0Q3WVH3,A0A4R3N138,True,1.0
W7CCI3,A0A4R3N1F6,True,1.0
A0A074LX90,A0A150MF88,True,1.0
A0A921KDA7,A0A4R3N977,True,1.0
A0A4Y8UA20,A0A4R3N4N2,False,0.5
A0A5P2XF05,A0A1M6RK56,True,1.0
A0A938YI02,A0A1M7AJN7,False,0.5
A0A318K738,A0A1M6ZV87,True,1.0
A0A918EKQ8,A0A1M6P7C2,True,1.0
Q9F3N9,A0A1M6Z1B8,True,1.0
A0A921KED1,A0A150ML05,True,1.0
B1YMJ4,A0A1I2KD17,True,1.0
A0A7X2Z5V8,A0A1G6JNR3,True,1.0
A0A0J6D0X7,A0A1I2MHT9,True,1.0
A0A3S1BQN6,A0A1G6LNQ4,True,1.0
E3ZTN4,A0A1I2NAS4,False,0.5
A0A410WSK5,A0A1G6RSB2,True,1.0
A0A917HCG8,A0A7W9YRH4,True,1.0
A0A653I881,A0A7W9YP69,True,1.0
A0A8U0ATP9,A0A8I1AAN4,True,0.6666666666666666
A0A410MG13,A0A8I1DF78,True,1.0
A0A0B5SEQ9,A0A8I1DF46,False,0.3333333333333333
A0A5Q2NI14,A0A178TVN6,False,0.3333333333333333
A0A1I0XXL4,A0A397Q4Z2,True,1.0
A0A512BZE3,A0A1G9FLF6,True,0.6666666666666666
F7ZHX1,A0A1G9FJG7,True,1.0
Q9A764,A0A1G9FPS4,False,0.5
A0A1N7PS54,A0A1G9DD32,True,0.6666666666666666
A0A0H5DGQ8,A0A1G9F755,True,1.0
A0A7W9EG42,A0A1G9H4T2,True,1.0
W9AN32,A0A7V9Z775,True,1.0
Q99ZD6,A0A846MKA9,False,0.5
A0A0R1UZN9,A0A846ML05,True,1.0
A0A1M5YW36,A0A846M9Q2,False,0.3333333333333333
A0A368XEM7,A0A846MFI3,True,1.0
A0A418ID15,A0A846M8G3,True,1.0
A0A2X4VWT6,A0A846ME15,False,0.5
A0A222WHT4,A0A846MJA6,False,0.3333333333333333
A0A1N6QDT3,A0A846MKW4,False,0.5
A0A2A1KFA7,A0A679FPD9,False,0.5
A0A3D9JTG5,A0A679FWS0,True,1.0
A0A7H1PSC9,A0A1H1ENF5,True,0.6666666666666666
A0A1H5QMC2,A0A1H1B734,True,1.0
A0A7Y9KBM8,A0A1M6NN09,True,1.0
A0A653IEL7,A0A178U2G7,False,0.5
A0A837XU24,A0A178U238,True,1.0
D3EZ52,A0A178U4A1,True,1.0
A0A921EFP4,A0A178TZC4,True,1.0
A0A2T6G758,A0A178TUP8,False,0.5
A0A4R4P0Y0,A0A1H1HB42,True,1.0
A0A3N5A5E6,A0A1H1H4H5,True,0.6666666666666666
A0A6H9Z8A3,A0A1H1D0B1,True,1.0
A0A386WKF4,A0A1H1GPK0,True,1.0
A0A4Y4BCL9,A0A1H1GQ92,True,1.0
A0A852RD02,A0A1H1BX67,True,1.0
A0A8H9HPV1,A0A1H1HRU6,False,0.5
C7PZZ8,A0A1H1FRJ4,True,1.0
A0A5J6GFL7,A0A1H1I700,False,0.5
A0A8H9L249,A0A1H1H1I8,False,0.0
A0A1I5HAA1,A0A1H1DXY2,True,1.0
A0A853B6F4,A0A1H1DPU1,True,1.0
A0A344TUD5,A0A1H1AR58,False,0.0
A0A1G6ZL70,A0A1H1EA46,False,0.3333333333333333
A0A1H9PDI6,A0A1H1CVH1,True,1.0
A0A543I667,A0A1H1HUU1,False,0.5
A0A511J890,A0A1H1BUD8,True,1.0
A0A089XFW6,A0A1H1I2X1,True,1.0
A0A1D8BSA3,A0A1H1BIE9,True,1.0
A0A1I2FY66,A0A1H1CFD2,True,1.0
A0A7W7Q3K9,A0A1H1A8Y2,True,1.0
A0A6G9YEJ7,A0A1H1CGE0,False,0.5
A0A356FIR0,A0A1H1I0L8,True,1.0
A0A4V2FP31,A0A1H1I295,True,1.0
A0A397P6U4,A0A1G9F3K4,True,0.6666666666666666
A0A178MS93,A0A1G9GM97,True,1.0
A0A1H9RMF5,A0A1G9CA09,True,1.0
A0A1D2L0F2,G8N3N5,True,1.0
A0A3D9JM74,G8MXQ7,False,0.3333333333333333
R9B7E2,A0A919DBD4,True,0.6666666666666666
A0A246KUH5,A0A918Z5W5,True,1.0
A0A4R3HVL3,A0A919D7P9,True,1.0
A0A1N6TVZ2,A0A919DA52,False,0.5
A0A4V2DPR0,A0A918Z8S3,True,0.6666666666666666
A0A4R1GKG3,A0A918Z6P7,True,1.0
A0A1G4TZH8,A0A4R3N138,False,0.5
A0A1W1IBP5,A0A4R3N1F6,True,1.0
A0A1G7FZ43,A0A4R3N4N2,True,1.0
A0A4D4KDF0,A0A1M6RK56,False,0.3333333333333333
A0A066UAS5,A0A1M6ZV87,True,1.0
A0A5M3VVS2,A0A1M6P7C2,True,1.0
A0A7Y4P2D7,A0A1M6Z1B8,True,1.0
A0A0Q3WZH9,A0A7W9YSE7,True,1.0
K8ED57,A0A7W9YNM7,True,1.0
A0A1S2M4L4,A0A7X0DAU5,True,1.0
A0A163H8Q2,A0A7X0DAM3,False,0.3333333333333333
A0A6Z6UET5,A0A7W8MUR1,True,1.0
A0A852THL6,A0A7W8IRL1,True,1.0
A0A3A9K8L3,A0A7W8IRN1,False,0.5
A0A1M7PZX7,A0A7W8IMM8,True,1.0
A0A1R1DN27,A0A1H8BB55,True,1.0
A0A3D9ITQ6,A0A1H8BHA0,True,1.0
A0A1M6FFP1,A0A1H8CC46,True,1.0
C3AK75,A0A1H8CDQ7,True,1.0
A0A1H7JGW0,A0A4R3L6Y9,True,1.0
A0A0P1FAQ8,A0A4R3LXR4,True,1.0
A3TYM6,A0A4R3M1E6,True,1.0
H8FVL2,A0A4R3MFW1,True,1.0
A0A256F7W0,A0A4R3MFJ7,True,1.0
A0A368Y4S3,A0A4R3LDH7,True,1.0
A0A0D7F8A6,A0A4R3M622,True,1.0
A0A368XLN1,A0A554WHK7,True,1.0
A0A443IQS4,A0A540V3N9,True,1.0
A0A2P6MJ79,A0A1W6VPP0,True,1.0
A0A8U0AV68,A0A1W6VTE7,True,1.0
A0A1C3SN97,A0A1W6VVD7,True,1.0
C9A5N3,A0A1W6VTM1,True,1.0
A0A2S5D0E2,A0A1W6VSZ8,True,1.0
A0A380G207,A0A1W6VU72,True,0.7142857142857143
A0A0A2UTA2,A0A1W6VN31,True,1.0
A0A0Q3WHB9,A0A1W6VN65,False,0.3333333333333333
A0A0A1DVF6,A0A1W6VVL2,False,0.5
A0A0N8PP74,A0A1I0T8J1,True,1.0
A0A2V2YQX6,A0A1I0T277,True,1.0
A0A0Q3TCH6,A0A1I0TBQ0,True,1.0
V6IW59,A0A1I0T0G2,True,1.0
A0A0L8M138,A0A1M6VR27,True,1.0
A0A1J4MXM3,A0A1M6WUK2,True,1.0
A0A345XY45,A0A1M6SKK0,True,1.0
A0A1H4IJQ8,A0A1M6QVP8,True,1.0
A0A7W4ZMD7,A0A1M6TFL0,True,1.0
A0A7G7BQN3,A0A1M7ANB1,True,1.0
A0A0A6UJZ6,A0A1M6NQF6,True,1.0
A0A0V8J8R5,A0A7W9YQ90,True,1.0
A0A1G7TXB3,A0A7X0DAU5,False,0.5
A0A7H0YEV9,A0A7X0DAM3,True,1.0
M8D5J1,A0A7W8MUR1,True,1.0
A0A6C0QRU0,A0A7W8IRN1,False,0.5
A0A1I1XLQ0,A0A1H8HKN5,True,0.6666666666666666
A0A0Q3WBK6,A0A1H8FS93,False,0.5
A0A1S2LQW1,A0A1H8BHA0,False,0.3333333333333333
A0A422QJR7,A0A4R3L6Y9,False,0.5
A0A1L9CD03,A0A4R3LXR4,True,1.0
A0A1G6NXV8,A0A4R3M1E6,True,1.0
W7BT08,A0A540V3N9,False,0.5
A0A1G9WWP0,A0A1W6VPP0,True,1.0
A0A161QAA3,A0A1W6VTE7,True,1.0
A0A1G6VCU7,A0A1W6VVD7,True,1.0
A0A7W5B3Q3,A0A1W6VTM1,True,1.0
A0A3N6A3H7,A0A1W6VSZ8,True,1.0
R2SPE3,A0A1W6VN31,True,1.0
A0A5R9PDE5,A0A562DK70,True,1.0
Q8Y472,A0A1I0T277,True,1.0
A0A1H4R3U9,A0A1M6WUK2,True,1.0
A0A7W7MRB7,A0A1M6QVP8,False,0.3333333333333333
A0A640TUN2,A0A1M6TFL0,False,0.3333333333333333
A0A2G1XLP5,A0A1M7ANB1,True,0.6666666666666666
A0A1S6RND1,A0A1M6NQF6,True,1.0
A0A1C0Y5N4,A0A7X0DAU5,True,1.0
A0A398B0I4,A0A7W8MUR1,True,1.0
A0A0R2CTI4,A0A7W8IRN1,False,0.5
A0A0Q3WK45,A0A1H8HKN5,True,1.0
A0A495WCX3,A0A4R3L6Y9,True,1.0
A0A0G3XEX6,A0A4R3LXR4,True,1.0
A0A2V4VUD3,A0A1W6VTE7,True,1.0
A0A0C1LYX2,A0A1W6VVD7,True,1.0
W9B9I8,A0A1W6VTM1,False,0.3333333333333333
A0A173UH59,A0A1W6VSZ8,False,0.5
A0A4R6ZL19,A0A1W6VN31,True,1.0
A0A066U6C9,A0A1M6QVP8,True,1.0
A0A4Q1QZT3,A0A1M6TFL0,True,1.0
A0A0N0GXJ0,A0A1M6NQF6,False,0.0
A0A0D0YTL9,A0A7X0DAU5,False,0.5
A0A2V2Z0X0,A0A7W8IRN1,False,0.5
A0A0F7CI48,A0A1H8FS93,True,1.0
I3TNE5,A0A4R3LXR4,True,1.0
A0A1G4TE71,A0A1W6VTE7,True,1.0
A0A1H9TBE0,A0A1W6VVD7,False,0.5
A0A7X0RNI2,A0A1W6VTM1,True,1.0
A0A920C8F6,A0A1W6VN31,True,1.0
A0A3B0CJE1,A0A1H8FS93,False,0.5
A0A4R2RKV8,A0A1W6VTE7,True,1.0
A0A3B0CHY7,A0A1W6VVD7,True,1.0
A0A2V2YNA9,A0A7W9YQ90,True,1.0
A0A919Y720,A0A1H8HKN5,True,0.6666666666666666
A0A075RI65,A0A1W6VTE7,True,1.0
A0A2N8P204,D1A593,True,1.0
A0A2T0MVW6,D1AAU8,True,1.0
A0A246RLJ8,D1A4A7,True,1.0
A0A918G9E7,D1ACA9,True,1.0
W7CET2,A0A4R3MKZ8,False,0.5
A0A4V0FFJ9,A0A150MGD5,True,1.0
A0A7X0RX53,A0A150N5A7,True,1.0
A0A7W5B1S0,A0A165XD45,True,1.0
W4QE50,A0A167YY88,False,0.5
A0A495QRV8,A0LRN6,True,1.0
A0A2T0TPC6,A0LTE0,True,1.0
A0A3N6BQF9,A0A167T305,False,0.5
A0A173TP36,A0A160F7V5,False,0.3333333333333333
X4ZZU2,A0A167TMJ9,True,1.0
A0A2T6FYY6,A0A160F459,True,1.0
A0A161PKF8,A0A167TEQ9,True,1.0
A0A1H9GDJ9,A0A160F4Y9,True,1.0
A0A7W5ATP1,A0A160F6K7,False,0.25
A0A380C2E0,A0A150N705,True,1.0
A0A364UTJ7,A0A150N8V0,True,1.0
A0A4R8GYX7,A0A150N8T8,True,1.0
A0A4Y3PN53,A0A2I7SS04,True,1.0
W8IAW8,A0A4R3MEF3,True,1.0
A0A917SPT2,A0A4R3MF69,True,1.0
A0A0S2G9P6,A0A1M4VRC8,True,1.0
A0A246JQB9,A0A4R3MB81,True,1.0
A0A4V2SJN4,A0A4R3LFC0,True,1.0
A0A1I7NGQ2,A0A4R3MCI8,True,1.0
A0A2R4BN89,A0A1M4TK94,True,1.0
A0A222DZW6,A0A4R3MHD9,False,0.5
A1UTZ7,A0A4R3MBF7,True,0.6666666666666666
A0A841Q1B3,A0A226Q487,True,1.0
A0A2C4W8H1,A0A226Q4X0,True,1.0
A0A097B7H6,A0A1V9BS22,True,1.0
A0A1H1FPD1,A0A226QA18,False,0.5
Q0JY96,A0A554WSS1,True,0.6666666666666666
A0A840G1D1,A0A554WQX6,True,1.0
A0A844B8Y9,A0A554W7G7,False,0.3333333333333333
A0A0C2SAE1,A0A1I7F9F4,True,1.0
A0A4Q9WPV9,A0A4V6RRF4,False,0.5
A0A855Y297,A0A679G0V6,False,0.5
A0A2R5EQ18,A0A4S3L0Z0,True,1.0
A0A1G7G8R6,A0A4S3L2T6,True,1.0
A0A2A1KB25,A0A679FRU4,True,1.0
A0A3B0CK38,A0A4S3L4C2,True,1.0
A0A2V4V7F2,A0A4S3KYU2,True,1.0
Q65G90,A0A4S3L625,True,1.0
A0A6P2PXR6,A0A4R3L334,True,1.0
I3TXV9,A0A4R3MIK8,False,0.5
A0A2M8WMM5,A0A4R3M878,True,0.6666666666666666
A0A2R4MD01,A0A4R3MBM3,True,1.0
A0A919J3F3,D1A593,True,1.0
A0A316I340,D1AAU8,True,1.0
A0A7G7BHX3,D1A4A7,True,1.0
B9DRV9,A0A150MGD5,True,1.0
A0A1B1GAG9,A0A150N5A7,True,1.0
A0A1I2DTE9,A0A165XD45,True,1.0
A0A6L8K2Q1,Q5KX91,True,1.0
M5P0J9,A0A160F7V5,True,1.0
A0A3N6CDE1,A0A167TMJ9,False,0.5
A0A0R1VAH9,A0A160F4Y9,True,1.0
A0A162FB01,A0A160F3U1,True,1.0
A0A6C0QX57,A0A150N8V0,False,0.5
I6L8Z3,A0A150N8T8,True,1.0
A0A4Y8U0P4,A0A2I7SS04,True,1.0
A0A4R8FDP6,A0A4R3MF69,True,1.0
A0A1G4QGM8,A0A4R3MB81,True,1.0
A0A090E3F2,A0A4R3MMZ7,True,1.0
A0A2T4ZGB9,A0A4R3MGW4,False,0.3333333333333333
D0BMV9,A0A226Q487,True,1.0
A0A220MR93,A0A226Q4X0,True,1.0
A0A0F7D438,A0A1V9BS22,False,0.5
A0A853G0B5,A0A554WQX6,True,1.0
A0A0U3N0D9,A0A554W7G7,False,0.5
A0A2K9HIQ6,A0A679G0V6,False,0.5
A0A845F3S1,A0A4S3L7G1,True,1.0
A0A1S2LXA1,A0A679FN35,True,1.0
A0A4R2BGA6,A0A679FRU4,True,1.0
A0A7W9ERL4,A0A4R3M8B2,True,1.0
A0A1I3JWB9,A0A4R3MIK8,True,1.0
W5WJJ5,D1A593,True,1.0
A0A3L8REF1,D1AAU8,True,1.0
A0A2N5H6C8,A0A150MGD5,True,1.0
A0A1R0YMZ9,A0A150N5A7,True,1.0
A0A2N3WE53,A0LRN6,True,1.0
A0A239U3X4,A0A161HUP1,True,1.0
A0A0M0KZ35,A0A160F4Y9,True,1.0
A0A2L0D5C7,A0A150N8T8,False,0.3333333333333333
A0A564G0K3,A0A4R3MB81,True,1.0
A0A934TSE3,A0A4R3LD30,True,1.0
A0A1G7KQT7,A0A4R3MCI8,True,1.0
A0A511H362,A0A226Q487,True,1.0
A0A1C0YC71,A0A226Q4X0,True,1.0
A0A1H6TUW5,A0A1V9BS22,True,1.0
A0A6P2NBA2,A0A554WQX6,True,1.0
A0A1G5DKN9,R1CBX9,True,1.0
A0A1I2IH04,D1A682,False,0.5
A0A4U2ZAW9,A0A679G0V6,True,1.0
A0A269XH13,A0A679FN35,True,1.0
A0A099WLY2,A0A679FRU4,False,0.5
A0A1H5U026,A0A4R3M8B2,True,1.0
A0A1I7CZK0,A0A4R3MIK8,True,1.0
A0A1H4YHI7,D1A593,True,1.0
A0A918M9T7,D1AAU8,True,1.0
A0A0U2M3L4,A0A150N5A7,True,1.0
A0A1I1ZSG2,A0A150N8T8,True,1.0
A0A4Y4CTQ1,A0A4R3LD30,True,1.0
A0A0D7ECY9,A0A4R3MCI8,True,1.0
A0A4Q0M6K8,A0A4R3MGW4,False,0.3333333333333333
A0A4V6PPS1,A0A226Q487,True,1.0
