meso_pid,thermo_pid,functional,score
A0A7G9RIW0,A0A554WRU6,False,0.5
A0A917IJ10,A0A554WW07,True,1.0
A0A443J403,R1CQF9,True,0.8333333333333334
A0A1H6QGH4,A0A554WTQ9,True,1.0
A0A127JQR4,A0A554WJU7,True,1.0
N6YV11,A0A554WP32,True,1.0
A0A315EUA8,A0A554WIK4,True,1.0
A0A4Y4CXR5,A0A554WAZ9,True,1.0
A0A1I7KDY1,A0A554WMM1,True,1.0
A0A811GPT0,A0A554WK13,True,1.0
B0NB40,A0A1I5WN62,True,1.0
A0A3Q9QTK5,A0A846MKL1,True,1.0
A0A0J6D151,A0A846MKS2,True,1.0
A0A1G9V623,A0A846ME67,True,1.0
A0A2W0C5R3,A0A846MD06,True,1.0
A0A178NW55,A0A846MI95,True,1.0
A0A1X7NS24,A0A846ME95,True,1.0
A0A094YT87,A0A846MCH7,False,0.5
A0A0U2M2L0,A0A846MDJ4,True,1.0
A0A0M0LBU4,A0A846MHS5,True,1.0
A0A329QV91,A0A846MIR4,True,1.0
W7C5P6,A0A846MHF0,True,1.0
A0A0C5C8N5,A0A846MEL0,True,0.6666666666666666
A0A162F599,A0A846MF71,True,1.0
A0A0J6CZG8,A0A846ML86,True,1.0
A0A0R1T8P6,A0A846ML62,True,1.0
D5DVV5,A0A846MAY6,True,1.0
A0A7X2Z4E7,A0A846MHN6,True,1.0
Q65LA4,A0A846MKJ5,True,1.0
A0A1I4QM51,A0A846M827,True,1.0
A0A239ZNC5,A0A846MK08,True,1.0
X4ZCH9,A0A846MFK1,True,1.0
A0A1G9URS0,A0A846MJR6,True,1.0
A0A7G3DQF8,A0A846MGA3,True,1.0
A0A7W9IDM8,A0A3D9V0Y5,True,1.0
A0A243QEE7,A0A3D9V799,True,1.0
A0A0A6X647,A0A3D9V4E2,False,0.5
A0A1E7JFB9,A0A3D9VDA7,True,1.0
A0A428W4B5,A0A3D9V1E0,True,1.0
A0A562WJ98,A0A3D9VCG9,True,1.0
A0A2T0S9F2,A0A3D9V222,True,1.0
Q0S2Z5,A0A3D9VBG0,False,0.0
A0A640TU59,A0A3D9V6X7,False,0.3333333333333333
A0A0D1L510,A0A3D9VBQ7,True,1.0
A0A7X6K2A1,A0A3D9VA44,True,1.0
A0A1H3M8V6,A0A3D9V7Y3,False,0.0
A0A433JMX1,A0A3D9UZE1,True,1.0
A0A7W7M1Y3,A0A3D9V912,True,1.0
A0A7W7QJ88,A0A3D9V9L6,True,1.0
A0A445N9E3,A0A3D9V943,False,0.5
A0A6V8KFU9,A0A3D9V2K0,True,1.0
A0A2N3WPQ5,A0A3D9V9Q6,False,0.5
F6EGU9,A0A3D9VBU1,True,1.0
A0A1V0UG64,A0A3D9VEK2,True,1.0
A0A344TV65,A0A3D9VGN4,True,1.0
A0A7G9R4G0,A0A3D9VBK2,True,1.0
A0A841B3S8,A0A3D9V4B9,False,0.5
A0A7G7C3F6,A0A3D9V538,True,1.0
A0A445N4A7,A0A3D9V8T9,True,1.0
A0A0N9HZ62,A0A3D9V8M4,True,1.0
A0A3N6YF58,A0A3D9V7I6,True,1.0
A0A5C8I515,A0A3D9V747,True,1.0
A0A8J3JWF5,A0LWW8,True,1.0
W5WGU0,A0LUK6,True,0.6666666666666666
A0A285V9Y3,A0LTK3,True,1.0
A0A0M0LN89,Q5KW28,True,1.0
Q4A0J4,Q5KYM0,True,1.0
A0A1Y6JX21,Q5KWV3,True,1.0
A0A7Z1SEE3,Q5L0Z9,True,1.0
A0A0U2ZI03,B0KA16,True,1.0
A0A8J3KYY3,A0LUK8,True,1.0
W6TCD9,Q5KZN0,True,1.0
A0A1Q1G0G2,Q5L2A5,True,1.0
A0A241RT84,Q5KX10,True,1.0
A0A1I3P9B9,Q5KWU7,True,1.0
K2R0I2,P80906,True,1.0
Q6LWT4,Q58758,True,1.0
A0A7K4FM18,Q9HLD5,True,1.0
K2RDB4,O26859,False,0.0
A0A1H6U2H0,A0A4P6UW84,True,1.0
A0A1N7NH56,A0A1V2DTX1,True,1.0
K7A6H7,A0A1V2DV31,True,1.0
A0A090IP55,A0A1V2DXT4,True,1.0
A0A7Z0LUC8,A0A1V2DV82,False,0.5
K6YB33,A0A1V2DY18,False,0.5
A0A2T0B7L6,R7RU76,True,1.0
A0A1M5UYC5,R7RSU2,True,1.0
A0A381JA92,R7RNX0,True,1.0
A0A173X4L9,R7RQC1,True,1.0
A0A1Z4VM13,A0A1I2KKY0,True,1.0
A0A1H9J6P7,A0A0K8QJL2,True,1.0
A0A2Z4PY00,A0A0K8QJS9,False,0.5
A0A1T4WU18,A0A0K8QN03,True,1.0
A0A1H5LNP5,A0A1H0ZQJ2,True,1.0
A0A240US08,A0A0K8QS68,True,1.0
A0A1I3NJK7,A0A0K8QIN2,True,1.0
A0A2Z4PPW0,A0A0K8QQA2,True,1.0
A0A4V1AN65,A0A7H1RV37,True,1.0
A0A7Y8FEC0,A0A0K8QLZ6,True,0.6666666666666666
A0A380B116,A0A0K8QR85,True,1.0
A0A0J6G5X8,A0A143HJI2,True,1.0
A0A377FXH0,A0A150N4A1,True,1.0
A0A919YGI6,A0A087LGR6,True,1.0
A0A160IJ90,A0A087LH81,True,1.0
A0A4Y8U7T9,A0A087LHP9,True,1.0
A0A0Q3T3U6,A0A161SV40,True,1.0
W4Q0Q7,A0A250E050,True,1.0
A0A398BE86,A0A250DVW0,False,0.0
A0A1Q1G3E8,A0A250E2F9,False,0.5
A0A1G8W2B2,A0A087LIJ7,False,0.0
A0A7H0YGQ7,A0A087LHP7,True,1.0
A0A1I3WZ09,A0A250DYE2,True,1.0
S4NEA6,A0A150N5H0,True,1.0
A0A0J1IK37,A0A150M997,True,1.0
A0A2U3AKP1,A0A377FY78,True,1.0
A0A1Y0X7D2,A0A150N9Y0,True,1.0
Q480M1,A0A1V2DSD7,True,1.0
A0A3R8SFM0,A0A3D9V1I2,True,1.0
H6R668,A0A3D9V7P7,False,0.0
A0A939F8B5,A0A3D9VA84,True,1.0
A0A143YW85,A0A377FXY7,True,1.0
A0A6P0HJ31,A0A3D9VH89,True,1.0
A0A931JKC6,A0A3D9VDT9,True,1.0
A0A1I2PWI7,A0A4V3HET4,True,1.0
A0A0Q3SY41,A0A4R8LWB8,True,1.0
A0A0N0CW58,A0A4R8LSH2,True,1.0
A0A377FRH0,A0A4R8LPT3,True,1.0
I0JQ97,A0A4V3HEI6,True,1.0
A0A163EEG3,A0A4R8LUY9,True,1.0
A0A1H9JE52,A0A4R8LSK7,True,1.0
A0A0H0SC10,A0A4R8LI30,True,1.0
A0A941DVY8,A0A4R8LLN9,True,1.0
A0A1G8C2E4,A0A4R8LJ52,True,1.0
A0A084GJ16,A0A4R8LND5,True,0.6666666666666666
A0A2W1NIM3,A0A4R8LX58,True,1.0
D5DYW3,A0A4R8LR41,True,1.0
A0A4R5ZVM0,A0A4R8LWT2,True,1.0
A0A4R2BCT5,A0A420VGY6,False,0.5
E3E7Q0,A0A420VD36,True,1.0
M7NCN7,A0A420VIP4,True,1.0
A0A179T5V8,A0A420VB87,True,1.0
R9LFZ2,A0A420VG12,True,1.0
A0A917RYI7,A0A420VBB0,True,1.0
A0A084IYQ3,A0A420VK24,True,1.0
M7NHK2,A0A420VEX0,True,1.0
A0A2X4WCV7,A0A420VDL4,True,1.0
A0A2U3ACS0,A0A420VGF8,True,1.0
A0A366K3M3,A0A420VD63,True,1.0
A0A0K9YW75,A0A420VFW5,True,1.0
A0A1E5G1S7,A0A420VCM0,False,0.5
A0A248TDI9,A0A420VDU7,True,1.0
A0A6I2M8S1,A0A420VC55,True,1.0
A0A0B5SFE8,A0A420VHR4,True,1.0
A0A0Q9Y767,A0A420VEV3,False,0.5
A0A927MJ99,A0A420VGN0,True,1.0
K4ZJH0,A0A420VIC6,True,1.0
A0A1H9S3Y8,A0A420VC53,True,1.0
A0A5Q2NJQ4,A0A420VJ32,True,1.0
A0A2T4LPG5,A0A420VIH3,True,1.0
K6DD38,A0A420VJX3,True,1.0
G7W038,A0A420VJD1,True,1.0
A0A2N5H7U0,A0A420VFA7,True,1.0
A0A3M8AC74,A0A420VHS3,True,1.0
A0A1G9XQQ3,A0A420VHC0,True,1.0
A0A1W1IC19,A0A420VI21,True,1.0
A0A1H3ZBY4,A0A420VDQ6,False,0.5
A0A1G9R7E6,A0A420VHW6,True,1.0
A0A0Q3THS6,A0A420VI40,True,1.0
A0A0M4GB20,A0A420VFX7,True,1.0
A0A143PDA3,A0A420VI82,True,1.0
A0A410WFU8,A0A420VGP4,True,1.0
A0A0K9YY92,A0A420VCQ5,True,1.0
A0A917VZ09,A0A420VBW4,True,1.0
A0A084GJJ7,A0A420VBB1,True,0.6666666666666666
A0A3Q9SE56,A0A420VJC9,True,1.0
A0A2L1UHC6,A0A420VKF7,True,1.0
A0A3Q8S5S1,A0A420VGR7,True,1.0
A0A163L277,A0A420VKN6,True,1.0
A0A2S1A9A3,A0A420VFE3,True,1.0
A0A511ZQ65,A0A420VJR1,True,1.0
A0A1L8R4A9,A0A420VFT3,False,0.0
A0A317KZR3,A0A420VFN5,True,1.0
A0A8B4QCX7,A0A420VHR1,True,1.0
A0A2Z2KW40,A0A420VI22,True,1.0
A0A1I2AJ95,A0A420VIR6,True,1.0
A0A1G7F7H4,A0A420VCA7,True,1.0
A0A285NY05,A0A420VDW5,False,0.5
A0A168BXK8,A0A420VEI8,True,0.75
A0A8U0APZ6,A0A420VFM0,True,0.6666666666666666
A0A1I6AEB2,A0A420VCL0,True,0.6666666666666666
A0A1I1XHP5,A0A420VIY9,True,1.0
A0A838CMY4,A0A420VIY8,True,1.0
A0A1I4P9T3,A0A420VIH5,True,1.0
A0A4V7TLG3,A0A420VD76,True,1.0
A0A1H6TG19,A0A420VG99,True,1.0
A0A0A1M5Q2,A0A420VH83,True,1.0
A0A1C7DC64,A0A420VCA6,True,1.0
A0A4Y3PGS5,A0A4R8LJ26,True,1.0
A0A3N5C4K2,A0A420VI98,True,1.0
Q9KCJ7,A0A420VEM0,False,0.0
A0A150KU07,A0A420VIW1,True,1.0
A0A223KQR9,A0A420VFP6,True,1.0
A0A2B6VC34,A0A420VEB7,True,1.0
A0A1Y6D2K7,A0A1M4TC85,False,0.5
A0A1H2C1Y8,A0A1M4X7J7,False,0.5
A0A1I5LU42,A0A1M4SJP7,True,1.0
A0A1I6G6L5,A0A1M4SUY7,False,0.5
A0A1M7L2A7,A0A4R3MC94,True,1.0
A0A7D4DV65,A0A4R3LKD4,True,1.0
A0A3R9NUM1,A0A4R3MHB3,True,1.0
A0A4R6QUP2,A0A4R3LCE0,True,1.0
D8JTX6,A0A4R3M6X8,True,1.0
A0A8E2WCH5,A0A4R3MNP3,True,1.0
A0A0R0CHV8,A0A1M4S4P8,True,1.0
A0A7W9AX38,A0A4R3M2M2,False,0.5
A0A0P6VX03,A0A4R3MHA1,True,1.0
A0A1X6YZ94,A0A4V6NZN6,True,1.0
A0A285QZE7,A0A4R3MFX6,True,1.0
A0A7W5ED68,A0A4R3LHF1,True,1.0
A0A330HGV5,A0A4R3M9J2,True,0.6666666666666666
A0A512JLD8,A0A4R3MFQ4,True,1.0
A0A1K2HY73,A0A4R3MAN7,True,1.0
A0A1H8TC31,A0A4R3M729,False,0.0
A0A6P2RNX3,A0A4R3LFN1,True,0.6666666666666666
A0A4R2KAU6,A0A4R3M5W7,True,1.0
A0A315ESJ3,A0A4V2UVY2,True,1.0
A0A6J5BGE9,A0A1M4WEB3,False,0.5
A0A091ATW0,A0A1M4WVB1,True,1.0
A0A225T388,A0A4R3LGE5,False,0.5
A0A1M7T1S7,A0A4R3LWM8,True,1.0
A0A3B9GWZ6,A0A4R3MGA0,True,1.0
A0A840AX29,A0A4R3MEK4,True,0.6666666666666666
A0A2Z5MD42,A0A4R3LKD6,True,1.0
A0A6I3XFI5,A0A1M4W1B0,True,1.0
A0A7W6FQ11,A0A4R3MLP5,True,1.0
A0A4P8HSM1,A0A4R3LJN6,True,1.0
A0A844SJ17,A0A4R3MCC5,True,1.0
A0A375G4L2,A0A4R3LIK0,True,1.0
A0A2S7EPP1,F9ZL79,True,1.0
A0A1Y2JH03,A0A4R3MBE4,True,1.0
A0A6B8KAT4,A0A4R3MAT5,True,1.0
H8L179,A0A1M4TND5,True,1.0
A0A2S9JC29,A0A4R3MB78,True,1.0
A0A1H8WS13,A0A4R3MMF9,True,1.0
A0A4Q2APU9,A0A4R3LDG2,True,1.0
A0A090MWF5,A0A4R3M5X8,False,0.5
A0A364JRM6,A0A4R3M762,False,0.5
A0A0J6SKV7,A0A4R3MD71,True,1.0
A0A1V3NLY9,A0A1M4S5U0,True,1.0
A0A0L1KB39,A0A4R3M9B2,True,1.0
A0A2T6B312,A0A4R3LWF7,True,1.0
A0A840RBY8,A0A4R3LBH7,True,0.6666666666666666
A0A7W7Z4C1,A0A4R3MHU4,True,1.0
A0A512IVQ3,A0A4R3MHW7,True,1.0
A0A7W6BTB3,A0A4R3MEC8,False,0.5
A0A6L3YMP1,A0A4R3M6Y1,True,1.0
A0A1G6AEU9,A0A4R3MAM7,True,1.0
A0A7X5V2P7,A0A4R3MGF3,True,1.0
A0A0M6YIC2,A0A4R3MG09,True,1.0
C1DN37,A0A1M4SVI5,True,1.0
A0A6S6Y2K1,A0A4V2UVB6,True,1.0
A9DZX3,A0A4R3MHT5,True,1.0
A0A1T5FS70,A0A4R3MMH7,True,1.0
A0A1H5SZR6,A0A4R3LEQ2,True,1.0
A0A1I4CAG4,A0A4R3MHA4,False,0.5
S5XV06,A0A4R3M7A8,True,1.0
A0A1I6MZA1,A0A4R3M112,True,1.0
A0A4R3LWW7,A0A4R3M6Z6,True,1.0
A0A411WU29,A0A1M4VI03,True,1.0
A0A1H5VL24,A0A4R3LI60,True,1.0
A0A0R0CHS6,A0A1M4WH37,True,1.0
A0A0N7M1J8,A0A4R3LS92,True,1.0
A0A0H2LYU6,A0A4R3LP36,True,1.0
A0A7G9RVI3,A0A4V2UW09,True,1.0
A0A7W9EFT3,A0A4R3LSA0,True,1.0
A0A160N1C7,A0A1M5ACL2,True,1.0
A0A502CHS5,A0A4R3MFR3,True,1.0
A0A1I3WZZ3,A0A4V2V028,True,1.0
A0A151FN22,A0A4R3MFL5,True,1.0
A0A4R2KZ12,A0A4R3MI38,True,1.0
A0A256F5B1,A0A4R3M2R4,False,0.5
A0A1I6UQ37,A0A4R3MF42,True,0.6666666666666666
A0A1N7CLQ6,A0A4R3LFF2,True,1.0
A0A432PCF0,A0A4R3MHN3,True,1.0
A0A5C5U5J4,A0A1M4X719,True,1.0
A0A069P5I1,A0A1M4WF12,True,1.0
A0A7W6Z527,A0A1M5A6T3,True,1.0
A0A4R1NJK8,A0A4R3LZE7,True,1.0
A0A433J7N2,A0A4R3MJI2,True,1.0
A0A521FDG1,A0A4R3MH99,True,1.0
A0A0F5PTQ7,A0A4R3M799,True,1.0
A0A4Q2IQD0,A0A4R3MD11,True,1.0
A0A023Y0M7,A0A1M4WCS0,True,1.0
A0A1G6EK06,A0A4V2UZA0,True,1.0
Q1LBM2,A0A1M4UYJ5,True,1.0
A0A7W6WRF0,A0A4R3MF35,True,1.0
A0A919LIS6,A0A1M6T2S6,True,1.0
A0A6G3NH22,A0A1M6TML1,True,1.0
A0A7G7MRP9,A0A1M6P7T5,True,1.0
A0A1X4GSM9,A0A1M6VKL7,False,0.0
A0A7W9TI27,A0A1M6PD26,True,1.0
A0A1D8SUB9,A0A1M6QTZ5,True,1.0
A0A918TD24,A0A1M6WBN7,True,1.0
A0A1C7DIA3,A0A160F444,True,1.0
A0A3A9K8Q6,A0A160F4K3,True,1.0
K8E4E0,A0A167TCI7,True,1.0
A0A0N0CX84,A0A167T9J9,True,1.0
A0A419V4T3,A0A160F333,True,1.0
A0A0R1T361,A0A160F4N8,True,1.0
A0A1G8TMK0,A0A160F4W7,True,1.0
A0A1W1IDH4,A0A160F7A1,True,1.0
A0A2I1PHH4,A0A160F624,True,1.0
A0A7W7HTC4,A0LSK2,False,0.0
A0A4Y8LP19,A0A4R1QIP9,True,1.0
A0A0C2VX52,A0A4R1QGZ9,True,1.0
A0A4D4K6J4,I1CX50,False,0.25
A0A1C4YMV2,I1D760,True,1.0
A0A1G9CDE0,I1D7G4,True,1.0
A0A4Y8LCJ0,A0A4V2QA68,False,0.0
A0A6L8JSD0,A0A4V2QAG0,True,1.0
A0A4Y3WPD3,A0LUY6,False,0.5
A0A852ZKJ3,A0LSG5,True,1.0
A0A846XM64,A0LW79,True,1.0
G0FKS7,I1CX05,True,1.0
A0A919J366,I1D1H8,True,0.6666666666666666
A0A4U3AK20,A0A4R1QJT8,True,1.0
A0A328NGJ4,I1D0N4,True,1.0
A0A024QAE1,A0A4R1QP77,True,1.0
A0A1C4VS28,I1CXZ9,True,1.0
A0A918GB65,I1D0E3,True,1.0
A0A344U6G9,A0LTS9,True,1.0
A0A2M9B8E8,A0LUW7,True,1.0
W1S9X0,A0A4R1QGH6,True,1.0
A0A918J4B3,I1CXQ8,False,0.3333333333333333
A0A1J6WKP3,A0A4R1QGW9,True,1.0
A0A6I2ME57,A0A4R1QJN1,True,1.0
A0A365V1B6,I1D8D9,True,1.0
A0A1C4Z141,A0LTX0,True,1.0
A0A2A8GT90,A0A4R1QKM8,True,1.0
A0A8J3FBE2,I1D0L2,True,1.0
A0A101T816,I1CXE4,True,1.0
A0A7M2T550,I1D032,True,1.0
A0A1C6UQ89,I1CY78,True,1.0
C7NI12,A0LU87,True,1.0
A0A7W9GPU4,A0LWH6,True,1.0
A0A918I3V5,A0LUA4,True,1.0
A0A327Z2X7,A0LSC9,True,1.0
A0A919JKZ2,I1CWF7,False,0.5
A0A1D2LYM6,A0A4R1QHM5,False,0.5
A0A917R1T8,A0LU32,True,1.0
A0A4U5WMI5,I1D3S8,True,1.0
A0A8T8I633,A0LVK1,True,1.0
A0A373A4L7,A0LWI0,True,1.0
A0A4R8SA28,A0LRB9,True,1.0
A0A1G9CTT8,A0A4R1QDD5,True,1.0
A0A101QK61,I1D6S4,True,1.0
A0A1S1YK24,A0A6N3WRR7,True,1.0
A0A1C6RXV2,I1CZZ1,True,1.0
A0A919J433,A0LQX3,True,0.6666666666666666
A0A1C5GTS7,I1D6L6,True,1.0
W4A2S4,A0LTF1,True,1.0
A0A1V6MZK4,A0LWM2,True,1.0
A0A1C4UR30,I1CWJ7,True,0.6666666666666666
A0A919FU02,I1D3X2,True,1.0
W5WJH1,A0LWF7,True,1.0
A0A918Y0Y7,I1CWQ5,True,1.0
W9DQB8,A0A660HVE2,True,1.0
A0A0Q3SVM1,A0A8I1ADE4,True,1.0
A0A0C2RQJ6,A0A8I1A6Z2,True,1.0
A0A317KZA6,A0A8I1ACZ4,True,1.0
A0A0M0GQW1,A0A8I1DDV0,True,1.0
A0A0A2UQD3,A0A8I1DAX9,True,1.0
A0A8J8MFV6,A0A0K8J2R6,True,1.0
G7W3A3,A0A8I1AET8,True,1.0
A0A2T0VT26,A0A8I1AF67,True,1.0
A0A1I6SX14,A0A8I1ABH8,True,1.0
A0A2R5EK28,A0A8I1DF88,True,1.0
A0A8J8SGR0,A0A0K8J5X9,True,1.0
A0A381JDB9,A0A0K8J770,True,1.0
A0A1G8KED6,A0A8I1DEW2,True,1.0
A0A7X0S0M6,A0A8I1AFI0,True,1.0
A0A653I4A1,A0A8I1ACD9,True,1.0
A0A3R9P7K2,A0A8I1AAF9,True,1.0
A0A510Y554,A0A8I1AC47,True,1.0
K4ZNG8,A0A8I1AD84,True,1.0
A0A419SK55,A0A8I1A5U0,True,1.0
A0A428MWB3,A0A8I1DCT4,True,1.0
A0A223KQF7,A0A8I1DDP7,False,0.3333333333333333
A0A443IU75,A0A8I1AAP1,True,1.0
A0A7X2YYI8,A0A8I1AAU4,False,0.5
A0A0M0GCM8,A0A8I1ADX0,False,0.0
A0A0E3S7P7,A0A660HV91,True,1.0
A0A0E3S305,A0A660HQ40,False,0.0
W4Q2W5,A0A4R1QPV9,True,1.0
A0A0L8QKQ3,I1D3K9,True,1.0
A0A220ME03,A0A8I1ABR8,True,1.0
A0A920C8G8,A0A8I1DDS9,True,1.0
A0A1H0T1D1,I1CZE5,True,1.0
M7NEI5,A0A4P6UUK2,True,1.0
A0A4P7A0M4,A0A4P6URW9,True,1.0
A0A0C2RSL3,A0A4P6UTP6,True,1.0
A0A0D1WI91,A0A4P6UXA8,True,1.0
A0A1G9M0R4,A0A4P6UVH6,True,1.0
A0A2K9J3T5,A0A4P6UXE8,True,1.0
A0A1J6VZA0,A0A4P6UWA0,True,1.0
A0A3E0AYI7,A0A4P6UQY6,True,1.0
A0A4Y8M1Y3,A0A4V1A3A7,True,1.0
G7W4P1,A0A4P6UUC4,True,1.0
A0A0N0S3R9,A0A4P6UT77,True,1.0
A0A0B5NLN5,A0A4V1A3A1,True,1.0
A0A1D2JZT6,A0A4P6UPY3,True,1.0
A0A7D7RNF9,A0A4P6US19,True,1.0
A0A2U3ANA4,A0A4P6UTR0,True,1.0
A0A1G4RY20,A0A4P6UXK4,True,1.0
A0A4R5ZQU4,A0A4P6URZ9,False,0.0
J7ILY0,A0A4P6UXE5,False,0.5
A0A497YEU1,A0A4P6USE8,True,1.0
A0A497YFN4,A0A4V1A3C5,True,1.0
A0A5Q2N5E6,A0A4P6UQN8,True,1.0
A0A1R1B2B5,A0A4V1A3D0,True,1.0
G7W3H7,A0A4P6UXX0,True,1.0
A0A920C7F7,A0A4P6UQT2,True,1.0
A0A1H2Y4B3,A0A4P6USD7,True,1.0
A0A1E5G0N0,A0A4P6UU33,True,1.0
A0A4P7A2E6,A0A4P6UT41,True,1.0
A0A7U6BQY9,A0A4P6UPG7,False,0.5
A0A238JCB2,A0A4R3M9M1,False,0.5
A0A840RDW0,A0A4R3L4Y2,False,0.0
A0A069P6M0,A0A4R3LDB3,True,1.0
E8RSD5,A0A4R3MJ27,True,1.0
I4WE48,A0A4R3L4U2,False,0.5
A0A377Q687,A0A4R3LK10,True,1.0
A0A1C3VA61,A0A4R3LG42,True,1.0
A0A4U3GK54,A0A1M4ZDI4,True,1.0
A0A076PMQ8,A0A4R3LJF8,True,1.0
B1G923,A0A4R3LKA5,False,0.3333333333333333
A0A7G9QQU9,A0A1M5AEH6,True,1.0
A0A4Q7ND71,A0A1M4YF74,True,1.0
A0A7W8XII2,A0A4R3MCT9,True,1.0
A0A327KKK9,A0A4R3MDU0,False,0.5
A0A1N7IXK2,A0A4R3MFB0,True,1.0
C1DP50,A0A1M5B1L8,True,0.6666666666666666
A0A172Z730,A0A1M4W5T4,False,0.0
A0A4R1HFK1,A0A4R3ME16,True,1.0
A0A2S8SCR5,A0A4V2UZ55,True,1.0
A0A1P8KDG4,A0A4R3LGU9,True,1.0
A0A160DYP5,A0A1M4WZZ3,False,0.0
A0A7V8K825,A0A1M4SU76,True,1.0
A0A4R5TN52,A0A1M4W876,True,1.0
A0A376AEF4,A0A4R3LZE4,True,1.0
A0A7W8G0T3,A0A1M4WUE2,True,1.0
A0A4R3J749,A0A4R3MHY5,True,1.0
O83002,A0A4R3LEW3,False,0.5
A0A3S0R6H4,A0A4R3M1G1,True,1.0
D8ISD3,A0A4R3LE55,True,1.0
A0A8I1SI25,A0A4R3MGM8,True,1.0
A0A840ADX6,A0A4R3M760,True,1.0
A0A376AG13,A0A4R3MJ76,True,1.0
A0A6J5AVA4,A0A4V2UVB7,True,1.0
